"","Year","State","what","unit","how","Category","chemi_type","ferti_info","chemi_info","Value"
"1513",2018,"CALIFORNIA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(CAPRIC ACID = 128955)",0
"1514",2018,"CALIFORNIA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(CAPRYLIC ACID = 128919)",0
"1515",2018,"CALIFORNIA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(CHLOROPICRIN = 81501)",30
"1516",2018,"CALIFORNIA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(DICHLOROPROPENE = 29001)",22
"1517",2018,"CALIFORNIA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(FLUTRIAFOL = 128940)",9
"1518",2018,"CALIFORNIA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(GLIOCLADIUM VIRENS = 129000)",0
"1519",2018,"CALIFORNIA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(IRON PHOSPHATE = 34903)",0
"1520",2018,"CALIFORNIA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(METALDEHYDE = 53001)",0
"1521",2018,"CALIFORNIA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(METAM-POTASSIUM = 39002)",0
"1522",2018,"CALIFORNIA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(METAM-SODIUM = 39003)",0
"1523",2018,"CALIFORNIA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(PAECILOMYCES FUMOSOR = 115002)",0
"1524",2018,"CALIFORNIA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(POTASSIUM SILICATE = 72606)",0
"1525",2018,"CALIFORNIA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(REYNOUTRIA SACHALINE = 55809)",15
"1526",2018,"CALIFORNIA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(TOTAL)",45
"1527",2018,"CALIFORNIA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","FERTILIZER","","(NITROGEN)","",97
"1528",2018,"CALIFORNIA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","FERTILIZER","","(PHOSPHATE)","",93
"1529",2018,"CALIFORNIA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","FERTILIZER","","(POTASH)","",94
"1530",2018,"CALIFORNIA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","FERTILIZER","","(SULFUR)","",81
"1531",2018,"CALIFORNIA","FRESH MARKET - PRODUCTION","$","","TOTAL","","","",1856015000
"1532",2018,"CALIFORNIA","FRESH MARKET - UTILIZED - PRODUCTION","CWT","","TOTAL","","","",17846300
"1533",2018,"CALIFORNIA","NOT SOLD - PRODUCTION","CWT","","TOTAL","","","",0
"1534",2018,"CALIFORNIA","PROCESSING - PRODUCTION","$","","TOTAL","","","",230062000
"1535",2018,"CALIFORNIA","PROCESSING","CWT","","TOTAL","","","",5451700
"1536",2018,"CALIFORNIA","PROCESSING","TONS","","TOTAL","","","",276358
"1537",2018,"CALIFORNIA","UTILIZED - PRODUCTION","CWT","","TOTAL","","","",23298000
"1538",2018,"FLORIDA"," ACRES HARVESTED","","","TOTAL","","","",9800
"1539",2018,"FLORIDA"," ACRES PLANTED","","","TOTAL","","","",9900
"1540",2018,"FLORIDA"," PRODUCTION","$","","TOTAL","","","",281750000
"1541",2018,"FLORIDA"," PRODUCTION","CWT","","TOTAL","","","",2450000
"1542",2018,"FLORIDA"," YIELD","CWT / ACRE","","TOTAL","","","",250
"1543",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(AZOXYSTROBIN = 128810)",0
"1544",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(CAPTAN = 81301)",87400
"1545",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(COPPER CHLORIDE HYD. = 23501)",0
"1546",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(COPPER HYDROXIDE = 23401)",0
"1547",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(CYPRODINIL = 288202)",3300
"1548",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(DIFENOCONAZOLE = 128847)",0
"1549",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(FENHEXAMID = 90209)",0
"1550",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(FLUDIOXONIL = 71503)",1700
"1551",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(FLUOPYRAM = 80302)",0
"1552",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(IPRODIONE = 109801)",0
"1553",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(ISOFETAMID = 270000)",0
"1554",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(MEFENOXAM = 113502)",0
"1555",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(PENTHIOPYRAD = 90112)",0
"1556",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(PROPICONAZOLE = 122101)",0
"1557",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(PYRIMETHANIL = 288201)",0
"1558",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(SULFUR = 77501)",0
"1559",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(THIOPHANATE-METHYL = 102001)",0
"1560",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(THIRAM = 79801)",22500
"1561",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(TOTAL)",128400
"1562",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","HERBICIDE","","(CARFENTRAZONE-ETHYL = 128712)",0
"1563",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","HERBICIDE","","(FLUMIOXAZIN = 129034)",0
"1564",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","HERBICIDE","","(GLYPHOSATE ISO. SALT = 103601)",0
"1565",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","HERBICIDE","","(NAPROPAMIDE = 103001)",0
"1566",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","HERBICIDE","","(OXYFLUORFEN = 111601)",0
"1567",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","HERBICIDE","","(PARAQUAT = 61601)",0
"1568",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","HERBICIDE","","(TOTAL)",0
"1569",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(ABAMECTIN = 122804)",0
"1570",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(ACETAMIPRID = 99050)",0
"1571",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(BIFENAZATE = 586)",0
"1572",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(BIFENTHRIN = 128825)",0
"1573",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(BT KURSTAK ABTS-1857 = 6523)",0
"1574",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(BT KURSTAKI ABTS-351 = 6522)",0
"1575",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(CHLORANTRANILIPROLE = 90100)",0
"1576",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(FLONICAMID = 128016)",0
"1577",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(MALATHION = 57701)",0
"1578",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(MUSTARD OIL = 4901)",0
"1579",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(NALED = 34401)",0
"1580",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(NOVALURON = 124002)",0
"1581",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(SPINETORAM = 110007)",0
"1582",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(SPIROMESIFEN = 24875)",0
"1583",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(THIAMETHOXAM = 60109)",0
"1584",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(TOTAL)",102700
"1585",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","OTHER","","(CYTOKININS = 116801)",0
"1586",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","OTHER","","(DIMETHYL DISULFIDE (DMDS) = 29088)",0
"1587",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","OTHER","","(REYNOUTRIA SACHALINE = 55809)",0
"1588",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","CHEMICAL","OTHER","","(TOTAL)",0
"1589",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","FERTILIZER","","(NITROGEN)","",136000
"1590",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","FERTILIZER","","(PHOSPHATE)","",42000
"1591",2018,"FLORIDA","BEARING - APPLICATIONS","LB","","FERTILIZER","","(POTASH)","",173000
"1592",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","FUNGICIDE","","(AZOXYSTROBIN = 128810)",0
"1593",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","FUNGICIDE","","(CAPTAN = 81301)",1.858
"1594",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","FUNGICIDE","","(COPPER CHLORIDE HYD. = 23501)",0
"1595",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","FUNGICIDE","","(COPPER HYDROXIDE = 23401)",0
"1596",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","FUNGICIDE","","(CYPRODINIL = 288202)",0.33
"1597",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","FUNGICIDE","","(DIFENOCONAZOLE = 128847)",0
"1598",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","FUNGICIDE","","(FENHEXAMID = 90209)",0
"1599",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","FUNGICIDE","","(FLUDIOXONIL = 71503)",0.221
"1600",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","FUNGICIDE","","(FLUOPYRAM = 80302)",0
"1601",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","FUNGICIDE","","(IPRODIONE = 109801)",0
"1602",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","FUNGICIDE","","(ISOFETAMID = 270000)",0
"1603",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","FUNGICIDE","","(MEFENOXAM = 113502)",0
"1604",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","FUNGICIDE","","(PENTHIOPYRAD = 90112)",0
"1605",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","FUNGICIDE","","(PROPICONAZOLE = 122101)",0
"1606",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","FUNGICIDE","","(PYRIMETHANIL = 288201)",0
"1607",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","FUNGICIDE","","(SULFUR = 77501)",0
"1608",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","FUNGICIDE","","(THIOPHANATE-METHYL = 102001)",0
"1609",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","FUNGICIDE","","(THIRAM = 79801)",1.632
"1610",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","HERBICIDE","","(CARFENTRAZONE-ETHYL = 128712)",0
"1611",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","HERBICIDE","","(FLUMIOXAZIN = 129034)",0
"1612",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","HERBICIDE","","(GLYPHOSATE ISO. SALT = 103601)",0
"1613",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","HERBICIDE","","(NAPROPAMIDE = 103001)",0
"1614",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","HERBICIDE","","(OXYFLUORFEN = 111601)",0
"1615",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","HERBICIDE","","(PARAQUAT = 61601)",0
"1616",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","INSECTICIDE","","(ABAMECTIN = 122804)",0
"1617",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","INSECTICIDE","","(ACETAMIPRID = 99050)",0
"1618",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","INSECTICIDE","","(BIFENAZATE = 586)",0
"1619",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","INSECTICIDE","","(BIFENTHRIN = 128825)",0
"1620",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","INSECTICIDE","","(BT KURSTAK ABTS-1857 = 6523)",0
"1621",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","INSECTICIDE","","(BT KURSTAKI ABTS-351 = 6522)",0
"1622",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","INSECTICIDE","","(CHLORANTRANILIPROLE = 90100)",0
"1623",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","INSECTICIDE","","(FLONICAMID = 128016)",0
"1624",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","INSECTICIDE","","(MALATHION = 57701)",0
"1625",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","INSECTICIDE","","(MUSTARD OIL = 4901)",0
"1626",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","INSECTICIDE","","(NALED = 34401)",0
"1627",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","INSECTICIDE","","(NOVALURON = 124002)",0
"1628",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","INSECTICIDE","","(SPINETORAM = 110007)",0
"1629",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","INSECTICIDE","","(SPIROMESIFEN = 24875)",0
"1630",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","INSECTICIDE","","(THIAMETHOXAM = 60109)",0
"1631",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","OTHER","","(CYTOKININS = 116801)",0
"1632",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","OTHER","","(DIMETHYL DISULFIDE (DMDS) = 29088)",0
"1633",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","CHEMICAL","OTHER","","(REYNOUTRIA SACHALINE = 55809)",0
"1634",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","FERTILIZER","","(NITROGEN)","",1
"1635",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","FERTILIZER","","(PHOSPHATE)","",0
"1636",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / APPLICATION"," AVG","FERTILIZER","","(POTASH)","",1
"1637",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","FUNGICIDE","","(AZOXYSTROBIN = 128810)",0
"1638",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","FUNGICIDE","","(CAPTAN = 81301)",9.193
"1639",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","FUNGICIDE","","(COPPER CHLORIDE HYD. = 23501)",0
"1640",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","FUNGICIDE","","(COPPER HYDROXIDE = 23401)",0
"1641",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","FUNGICIDE","","(CYPRODINIL = 288202)",0.997
"1642",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","FUNGICIDE","","(DIFENOCONAZOLE = 128847)",0
"1643",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","FUNGICIDE","","(FENHEXAMID = 90209)",0
"1644",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","FUNGICIDE","","(FLUDIOXONIL = 71503)",0.501
"1645",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","FUNGICIDE","","(FLUOPYRAM = 80302)",0
"1646",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","FUNGICIDE","","(IPRODIONE = 109801)",0
"1647",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","FUNGICIDE","","(ISOFETAMID = 270000)",0
"1648",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","FUNGICIDE","","(MEFENOXAM = 113502)",0
"1649",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","FUNGICIDE","","(PENTHIOPYRAD = 90112)",0
"1650",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","FUNGICIDE","","(PROPICONAZOLE = 122101)",0
"1651",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","FUNGICIDE","","(PYRIMETHANIL = 288201)",0
"1652",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","FUNGICIDE","","(SULFUR = 77501)",0
"1653",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","FUNGICIDE","","(THIOPHANATE-METHYL = 102001)",0
"1654",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","FUNGICIDE","","(THIRAM = 79801)",6.049
"1655",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","HERBICIDE","","(CARFENTRAZONE-ETHYL = 128712)",0
"1656",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","HERBICIDE","","(FLUMIOXAZIN = 129034)",0
"1657",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","HERBICIDE","","(GLYPHOSATE ISO. SALT = 103601)",0
"1658",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","HERBICIDE","","(NAPROPAMIDE = 103001)",0
"1659",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","HERBICIDE","","(OXYFLUORFEN = 111601)",0
"1660",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","HERBICIDE","","(PARAQUAT = 61601)",0
"1661",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","INSECTICIDE","","(ABAMECTIN = 122804)",0
"1662",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","INSECTICIDE","","(ACETAMIPRID = 99050)",0
"1663",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","INSECTICIDE","","(BIFENAZATE = 586)",0
"1664",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","INSECTICIDE","","(BIFENTHRIN = 128825)",0
"1665",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","INSECTICIDE","","(BT KURSTAK ABTS-1857 = 6523)",0
"1666",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","INSECTICIDE","","(BT KURSTAKI ABTS-351 = 6522)",0
"1667",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","INSECTICIDE","","(CHLORANTRANILIPROLE = 90100)",0
"1668",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","INSECTICIDE","","(FLONICAMID = 128016)",0
"1669",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","INSECTICIDE","","(MALATHION = 57701)",0
"1670",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","INSECTICIDE","","(MUSTARD OIL = 4901)",0
"1671",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","INSECTICIDE","","(NALED = 34401)",0
"1672",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","INSECTICIDE","","(NOVALURON = 124002)",0
"1673",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","INSECTICIDE","","(SPINETORAM = 110007)",0
"1674",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","INSECTICIDE","","(SPIROMESIFEN = 24875)",0
"1675",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","INSECTICIDE","","(THIAMETHOXAM = 60109)",0
"1676",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","OTHER","","(CYTOKININS = 116801)",0
"1677",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","OTHER","","(DIMETHYL DISULFIDE (DMDS) = 29088)",0
"1678",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","CHEMICAL","OTHER","","(REYNOUTRIA SACHALINE = 55809)",0
"1679",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","FERTILIZER","","(NITROGEN)","",14
"1680",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","FERTILIZER","","(PHOSPHATE)","",4
"1681",2018,"FLORIDA","BEARING - APPLICATIONS","LB / ACRE / YEAR"," AVG","FERTILIZER","","(POTASH)","",17
"1682",2018,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","FUNGICIDE","","(AZOXYSTROBIN = 128810)",0
"1683",2018,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","FUNGICIDE","","(CAPTAN = 81301)",4.9
"1684",2018,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","FUNGICIDE","","(COPPER CHLORIDE HYD. = 23501)",0
"1685",2018,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","FUNGICIDE","","(COPPER HYDROXIDE = 23401)",0
"1686",2018,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","FUNGICIDE","","(CYPRODINIL = 288202)",3
"1687",2018,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","FUNGICIDE","","(DIFENOCONAZOLE = 128847)",0
"1688",2018,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","FUNGICIDE","","(FENHEXAMID = 90209)",0
"1689",2018,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","FUNGICIDE","","(FLUDIOXONIL = 71503)",2.3
"1690",2018,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","FUNGICIDE","","(FLUOPYRAM = 80302)",0
"1691",2018,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","FUNGICIDE","","(IPRODIONE = 109801)",0
"1692",2018,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","FUNGICIDE","","(ISOFETAMID = 270000)",0
"1693",2018,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","FUNGICIDE","","(MEFENOXAM = 113502)",0
"1694",2018,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","FUNGICIDE","","(PENTHIOPYRAD = 90112)",0
"1695",2018,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","FUNGICIDE","","(PROPICONAZOLE = 122101)",0
"1696",2018,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","FUNGICIDE","","(PYRIMETHANIL = 288201)",0
